Type,Question,Answer,NumberPoints,StartBook,StartChapter,StartVerse,EndBook,EndChapter,EndVerse
bible-qna,Who hate for many days?,She and he and her household,1,1 Kings,17,15,1 Kings,17,15
bible-qna,What did she do?,Went away and did according to the word of Elijah,1,1 Kings,17,15,1 Kings,17,15
bible-qna,According to whose word did she do her actions?,The word of Elijah,1,1 Kings,17,15,1 Kings,17,15
bible-qna,What was not used up?,The bin of Fflour,1,1 Kings,17,16,1 Kings,17,16
bible-qna,What happened to the jar of oil?,It did not run dry,1,1 Kings,17,16,1 Kings,17,16
bible-qna,Who did the LORD speak by?,Elijah,1,1 Kings,17,16,1 Kings,17,16
bible-qna,What happened to the bin of flour?,It was not used up,1,1 Kings,17,16,1 Kings,17,16
bible-qna,When did the son of the women who owned the house become sick?,After these things,1,1 Kings,17,17,1 Kings,17,17
bible-qna,Who became sick?,The son of the woman who owned the house,1,1 Kings,17,17,1 Kings,17,17
bible-qna,How serious was his sickness?,There was no breath left in him,1,1 Kings,17,17,1 Kings,17,17
bible-qna,What happened after these things?,The son of the woman who owned the house became sick,1,1 Kings,17,17,1 Kings,17,17
bible-qna,How did she address Elijah? (What was his title?),O man of God,1,1 Kings,17,18,1 Kings,17,18
bible-qna,What was the first question she asked Elijah?,"What have I to do with you, O man of God?",1,1 Kings,17,18,1 Kings,17,18
bible-qna,What was the second question she asked Elijah?,"Have you come to me to bring my sin to remembrance, and to kill my son?",1,1 Kings,17,18,1 Kings,17,18
bible-qna,What was she concerned Elijah was bringing to remembrance?,"""My sin""",1,1 Kings,17,18,1 Kings,17,18
bible-qna,What did he say to her?,"""Give me your son.""",1,1 Kings,17,19,1 Kings,17,19
bible-qna,Where did he lay him?,On his own bed,1,1 Kings,17,19,1 Kings,17,19
bible-qna,Where did he carry him?,To the upper room where he was staying,1,1 Kings,17,19,1 Kings,17,19
bible-qna,What did he take him out of?,Her arms,1,1 Kings,17,19,1 Kings,17,19
bible-qna,"With whom did ""I"" lodge?",The widow,1,1 Kings,17,20,1 Kings,17,20
bible-qna,Who did he cry out to? Be specific.,The LORD,1,1 Kings,17,20,1 Kings,17,20
bible-qna,What did he ask the LORD?,"O LORD my God, have You also brought tragedy on the widow with whom I lodge, by killing her son?",1,1 Kings,17,20,1 Kings,17,20
bible-qna,How did he address the LORD? Be specific.,O LORD my God,1,1 Kings,17,20,1 Kings,17,20
bible-qna,How many times did he stretch himself out on the child?,Three times,1,1 Kings,17,21,1 Kings,17,21
bible-qna,What did he do three times?,Stretched himself out on the child,1,1 Kings,17,21,1 Kings,17,21
bible-qna,What did he say when he cried out to the LORD?,"""O LORD, my God, I pray, let this child's soul come back to him.""",1,1 Kings,17,21,1 Kings,17,21
bible-qna,What did he want to come back to this child?,This child's soul,1,1 Kings,17,21,1 Kings,17,21
bible-qna,What did the LORD hear?,The voice of Elijah,1,1 Kings,17,22,1 Kings,17,22
bible-qna,What came back to him?,The soul of the child,1,1 Kings,17,22,1 Kings,17,22
bible-qna,What did [the child] do after the soul came back to him?,He revived,1,1 Kings,17,22,1 Kings,17,22
bible-qna,Who heard the voice of Elijah?,The LORD,1,1 Kings,17,22,1 Kings,17,22
bible-qna,To whom did Elijah give the child?,His mother,1,1 Kings,17,23,1 Kings,17,23
bible-qna,What did Elijah say?,"""See, your son lives!""",1,1 Kings,17,23,1 Kings,17,23
bible-qna,Where did Elijah bring the child?,From the upper room into the house,1,1 Kings,17,23,1 Kings,17,23
bible-qna,Who took the child?,Elijah,1,1 Kings,17,23,1 Kings,17,23
bible-qna,"By what do ""I"" know that you are a man of God?",By this,1,1 Kings,17,24,1 Kings,17,24
bible-qna,What did the woman say to Elijah?,"""Now by this I know that you are a man of God, and that the word of the LORD in your moth is the truth.""",1,1 Kings,17,24,1 Kings,17,24
bible-qna,What did the woman now know that Elijah was?,A man of God,1,1 Kings,17,24,1 Kings,17,24
bible-qna,What did the woman say is the truth?,The word of the LORD in your mouth,1,1 Kings,17,24,1 Kings,17,24
bible-qna,When did it come to pass?,After many days,1,1 Kings,18,1,1 Kings,18,1
bible-qna,What came to Elijah?,The word of the LORD,1,1 Kings,18,1,1 Kings,18,1
bible-qna,What did the word of the LORD say?,"""Go, present yourself to Ahab, and I will send rain on the earth.""",1,1 Kings,18,1,1 Kings,18,1
bible-qna,When did the word of the LORD come to Elijah?,In the third year,1,1 Kings,18,1,1 Kings,18,1
bible-qna,Who went to present himself to Ahab?,Elijah,1,1 Kings,18,2,1 Kings,18,2
bible-qna,What was in Samaria?,A severe famine,1,1 Kings,18,2,1 Kings,18,2
bible-qna,Where did Elijah go?,To present himself to Ahab,1,1 Kings,18,2,1 Kings,18,2
bible-qna,Where was there a severe famine?,In Samaria,1,1 Kings,18,2,1 Kings,18,2
bible-qna,Who was in charge of his house?,Obadiah,1,1 Kings,18,3,1 Kings,18,3
bible-qna,Who had Ahab called?,Obadiah,1,1 Kings,18,3,1 Kings,18,3
bible-qna,Who did Obadiah fear greatly? Be specific.,The LORD,1,1 Kings,18,3,1 Kings,18,3
bible-qna,Who had called Obadiah?,Ahab,1,1 Kings,18,3,1 Kings,18,3
bible-qna,What had Jezebel done?,Massacred the prophets of the LORD,1,1 Kings,18,4,1 Kings,18,4
bible-qna,Who had Obadiah taken?,One hundred prophets,1,1 Kings,18,4,1 Kings,18,4
bible-qna,What had he fed them with?,Bread and water,1,1 Kings,18,4,1 Kings,18,4
bible-qna,How many were in each cave?,Fifty,1,1 Kings,18,4,1 Kings,18,4
bible-qna,Where was Obadiah to go?,Into the land to all the springs of water and to all the brooks,1,1 Kings,18,5,1 Kings,18,5
bible-qna,What would Obadiah perhaps find?,Grass to keep the horses and mules alive,1,1 Kings,18,5,1 Kings,18,5
bible-qna,What was the purpose of finding grass?,To keep the horses and mules alive,1,1 Kings,18,5,1 Kings,18,5
bible-qna,"What will ""we"" not have to do if ""we"" find grass?",Kill any livestock,1,1 Kings,18,5,1 Kings,18,5
bible-qna,What did they divide between them?,The land,1,1 Kings,18,6,1 Kings,18,6
bible-qna,Where did Ahab go?,One way by himself,1,1 Kings,18,6,1 Kings,18,6
bible-qna,Where did Obadiah go?,Another way by himself,1,1 Kings,18,6,1 Kings,18,6
bible-qna,What did they do with the land?,Divided the land between them to explore it,1,1 Kings,18,6,1 Kings,18,6
bible-qna,When did Elijah meet him?,As Obadiah was on his way,1,1 Kings,18,7,1 Kings,18,7
bible-qna,What did Obadiah say after he fell on his face?,"""Is that you, my lord Elijah?""",1,1 Kings,18,7,1 Kings,18,7
bible-qna,How did Elijah meet him?,Suddenly,1,1 Kings,18,7,1 Kings,18,7
bible-qna,What did Obadiah fall on?,His face,1,1 Kings,18,7,1 Kings,18,7
bible-qna,What did he answer him?,"""It is I. Go, tell your master, 'Elijah is here.'""",1,1 Kings,18,8,1 Kings,18,8
bible-qna,What was he to tell his master?,"""Elijah is here.""",1,1 Kings,18,8,1 Kings,18,8
bible-qna,"Who was he to tell, ""Elijah is here.""","""your master""",1,1 Kings,18,8,1 Kings,18,8
bible-qna,"What was he to do besides telling his master, ""Elijah is here.""?",Go,1,1 Kings,18,8,1 Kings,18,8
bible-qna,"What did he accuse him of delivering ""your servant"" into?",Into the hand of Ahab,1,1 Kings,18,9,1 Kings,18,9
bible-qna,Who would be delivered into the hand of Ahab?,"""Your servant""",1,1 Kings,18,9,1 Kings,18,9
bible-qna,"Where has ""my master"" not sent someone to hunt for ""you""?",No nation or kingdom,1,1 Kings,18,10,1 Kings,18,10
bible-qna,"What did he take from the kingdom or nation when they could not find ""you""?",An oath,1,1 Kings,18,10,1 Kings,18,10
bible-qna,What did the nations or kingdoms say?,"""He is not here""",1,1 Kings,18,10,1 Kings,18,10
bible-qna,"What did ""my master"" send someone to do?",Hunt for you,1,1 Kings,18,10,1 Kings,18,10
bible-qna,"What do ""you"" say now?","""Go, tell your master, 'Elijah is here'""!",1,1 Kings,18,11,1 Kings,18,11
bible-qna,"When do ""you"" say, 'Go, tell your master, ""Elijah is here""'!",Now,1,1 Kings,18,11,1 Kings,18,11
bible-qna,"What did ""you"" say to tell ""your master""?","""Elijah is here""",1,1 Kings,18,11,1 Kings,18,11
bible-qna,"Where will the Spirit of the LORD carry ""you""?",To a place I do not know,1,1 Kings,18,12,1 Kings,18,12
bible-qna,"When will ""he"" kill ""me""?",When I go and tell Ahab and he cannot find you,1,1 Kings,18,12,1 Kings,18,12
bible-qna,"How long has ""your"" servant feared the LORD?",From my youth,1,1 Kings,18,12,1 Kings,18,12
bible-qna,"Who will carry ""you"" to a place ""I"" do not know? Be specific.",The Spirit of the LORD,1,1 Kings,18,12,1 Kings,18,12
bible-qna,What did Jezebel do?,Killed the prophets of the LORD,1,1 Kings,18,13,1 Kings,18,13
bible-qna,How many men were hidden?,One hundred,1,1 Kings,18,13,1 Kings,18,13
bible-qna,Who killed the prophets of the LORD?,Jezebel,1,1 Kings,18,13,1 Kings,18,13
bible-qna,One hundred men of what group were hidden?,The LORD's prophets,1,1 Kings,18,13,1 Kings,18,13
bible-qna,What will he do?,Kill me,1,1 Kings,18,14,1 Kings,18,14
bible-qna,"What do ""you"" say now?","""Go, tell your master, 'Elijah is here'""!",1,1 Kings,18,14,1 Kings,18,14
bible-qna,"When do ""you"" say, 'Go, tell your master, ""Elijah is here""'!",Now,1,1 Kings,18,14,1 Kings,18,14
bible-qna,"What did ""you"" say to tell ""your master""?","""Elijah is here""",1,1 Kings,18,14,1 Kings,18,14
bible-qna,"When will ""I"" surely present ""myself"" to ""him""?",Today,1,1 Kings,18,15,1 Kings,18,15
bible-qna,"Before whom do ""I"" stand?",The LORD of hosts,1,1 Kings,18,15,1 Kings,18,15
bible-qna,"What will ""I"" surely do?",Present myself to him today,1,1 Kings,18,15,1 Kings,18,15
bible-qna,"Who said, ""As the LORD of hosts lives, before whom I stand, I will surely present myself to him today.""?",Elijah,1,1 Kings,18,15,1 Kings,18,15
bible-qna,Who went to meet Ahab?,Obadiah,1,1 Kings,18,16,1 Kings,18,16
bible-qna,Who did Obadiah go to meet?,Ahab,1,1 Kings,18,16,1 Kings,18,16
bible-qna,Who went to meet Elijah?,Ahab,1,1 Kings,18,16,1 Kings,18,16
bible-qna,Who saw Elijah?,Ahab,1,1 Kings,18,17,1 Kings,18,17
bible-qna,What happened when Ahab saw Elijah?,"Ahab said to him, ""Is that you, O troubler of Israel?""",1,1 Kings,18,17,1 Kings,18,17
bible-qna,What was the title that Ahab used to address Elijah?,O troubler of Israel,1,1 Kings,18,17,1 Kings,18,17
bible-qna,Who did Ahab see?,Elijah,1,1 Kings,18,17,1 Kings,18,17
bible-qna,Who has troubled Israel?,You and your father's house,1,1 Kings,18,18,1 Kings,18,18
bible-qna,"Who have ""you"" followed?",The Baals,1,1 Kings,18,18,1 Kings,18,18
bible-qna,"Who have ""I"" not troubled?",Israel,1,1 Kings,18,18,1 Kings,18,18
bible-qna,Where do the prophets of Asherah eat?,At Jezebel's table,1,1 Kings,18,19,1 Kings,18,19
bible-qna,Where is Israel to be gathered to?,Mount Carmel,1,1 Kings,18,19,1 Kings,18,19
bible-qna,How many prophets of Baal will be gathered?,Four hundred and fifty,1,1 Kings,18,19,1 Kings,18,19
bible-qna,Who sent for all the children of Israel?,Ahab,1,1 Kings,18,20,1 Kings,18,20
bible-qna,Who did Ahab send for?,All the children of Israel,1,1 Kings,18,20,1 Kings,18,20
bible-qna,What were gathered together?,The prophets,1,1 Kings,18,20,1 Kings,18,20
bible-qna,Where were the prophets gathered together?,On Mount Carmel,1,1 Kings,18,20,1 Kings,18,20
bible-qna,Who did Elijah come to?,All the people,1,1 Kings,18,21,1 Kings,18,21
bible-qna,What did he ask them if they faltered between?,Two opinions,1,1 Kings,18,21,1 Kings,18,21
bible-qna,What did the people answer him?,Not a word,1,1 Kings,18,21,1 Kings,18,21
bible-qna,Who answered him not a word?,The people,1,1 Kings,18,21,1 Kings,18,21
bible-qna,How many are Baal's prophets?,Four hundred and fifty men,1,1 Kings,18,22,1 Kings,18,22
bible-qna,Who is left a prophet of the LORD?,"""I alone""",1,1 Kings,18,22,1 Kings,18,22
bible-qna,"What am ""I alone"" left as?",A prophet of the LORD,1,1 Kings,18,22,1 Kings,18,22
bible-qna,Who are four hundred and fifty men?,Baal's prophets,1,1 Kings,18,22,1 Kings,18,22
bible-qna,What will they let them give us?,Two bulls,1,1 Kings,18,23,1 Kings,18,23
bible-qna,What are they not to put under it?,No fire,1,1 Kings,18,23,1 Kings,18,23
bible-qna,"What will ""I"" prepare?",The other bull,1,1 Kings,18,23,1 Kings,18,23
bible-qna,What will they lay a bull on?,The wood,1,1 Kings,18,23,1 Kings,18,23
bible-qna,"What did he tell ""you"" to call on?",The name of your gods,1,1 Kings,18,24,1 Kings,18,24
bible-qna,"What will ""I"" call on?",The name of the LORD,1,1 Kings,18,24,1 Kings,18,24
bible-qna,Who will be called God?,The God who answers by fire,1,1 Kings,18,24,1 Kings,18,24
bible-qna,What did all the people answer and say?,"""It is well spoken.""",1,1 Kings,18,24,1 Kings,18,24
bible-qna,"Who did Elijah tell to choose one bull for ""yourselves""?",The prophets of Baal,1,1 Kings,18,25,1 Kings,18,25
bible-qna,What were they not to put under it?,Fire,1,1 Kings,18,25,1 Kings,18,25
bible-qna,Why did Elijah tell them to prepare it first?,"""For you are many""",1,1 Kings,18,25,1 Kings,18,25
bible-qna,What were they to choose?,One bull,1,1 Kings,18,25,1 Kings,18,25
bible-qna,How long did they call on the name of Baal?,From morning even till noon,1,1 Kings,18,26,1 Kings,18,26
bible-qna,What did they say while calling on the name of Baal?,"""O Baal, hear us!""",1,1 Kings,18,26,1 Kings,18,26
bible-qna,What did they leap about?,The altar which they had made,1,1 Kings,18,26,1 Kings,18,26
bible-qna,"What happened as the result of them saying, ""O Baal, hear us!""?",There was no voice; no one answered.,1,1 Kings,18,26,1 Kings,18,26
bible-qna,What did Elijah do at noon?,Mocked them,1,1 Kings,18,27,1 Kings,18,27
bible-qna,Who mocked them?,Elijah,1,1 Kings,18,27,1 Kings,18,27
bible-qna,When did Eljiah mock them?,At noon,1,1 Kings,18,27,1 Kings,18,27
bible-qna,What did they cut themselves with?,Knives and lances,1,1 Kings,18,28,1 Kings,18,28
bible-qna,How long did they cut themselves?,Until the blood gushed out on them?,1,1 Kings,18,28,1 Kings,18,28
bible-qna,What did they do with the knives and lances?,Cut themselves,1,1 Kings,18,28,1 Kings,18,28
bible-qna,What gushed out on them?,The blood,1,1 Kings,18,28,1 Kings,18,28
bible-qna,What did they do until the time of the offering of the evening sacrifice?,They prophesied,1,1 Kings,18,29,1 Kings,18,29
bible-qna,What was the result of their prophesying?,"There was no voice; no one answered, no one paid attention.",1,1 Kings,18,29,1 Kings,18,29
bible-qna,How long did they prophesy?,Until the time of the offering of the evening sacrifice,1,1 Kings,18,29,1 Kings,18,29
bible-qna,Who paid attention?,No one,1,1 Kings,18,29,1 Kings,18,29
bible-qna,What did Elijah say to all the people?,"""Come near to me.""",1,1 Kings,18,30,1 Kings,18,30
bible-qna,Who came near to him?,All the people,1,1 Kings,18,30,1 Kings,18,30
bible-qna,What did he repair?,The altar of the LORD that was broken down,1,1 Kings,18,30,1 Kings,18,30
bible-qna,What was broken down?,The altar of the LORD,1,1 Kings,18,30,1 Kings,18,30
bible-qna,What had the LORD come saying?,"""Israel shall be your name.""",1,1 Kings,18,31,1 Kings,18,31
bible-qna,What did Elijah take?,Twelve stones,1,1 Kings,18,31,1 Kings,18,31
bible-qna,What were the stones taken according to?,The number of the tribes of the sons of Jacob,1,1 Kings,18,31,1 Kings,18,31
bible-qna,"Who had come, saying, ""Israel shall be your name.""? Be specific.",The LORD,1,1 Kings,18,31,1 Kings,18,31
bible-qna,In whose name was the altar built?,In the name of the LORD,1,1 Kings,18,32,1 Kings,18,32
bible-qna,What did he make around the altar?,A trench,1,1 Kings,18,32,1 Kings,18,32
bible-qna,How large was the trench?,Large enough to hold two seahs of seed,1,1 Kings,18,32,1 Kings,18,32
bible-qna,With what did he build an altar?,The stones,1,1 Kings,18,32,1 Kings,18,32
bible-qna,What did he put in order?,The wood,1,1 Kings,18,33,1 Kings,18,33
bible-qna,How many waterpots were to be filled with water?,Four,1,1 Kings,18,33,1 Kings,18,33
bible-qna,Where was the water poured?,On the burnt sacrifice and on the wood,1,1 Kings,18,33,1 Kings,18,33
bible-qna,What was the bull laid on?,The wood,1,1 Kings,18,33,1 Kings,18,33
bible-qna,"What happened after he said, ""Do it a second time""?",They did it a second time,1,1 Kings,18,34,1 Kings,18,34
bible-qna,"What happened after he said, ""Do it a sthird time""?",They did it a third time,1,1 Kings,18,34,1 Kings,18,34
bible-qna,What did he say before they did it a second time?,"""Do it a second time""",1,1 Kings,18,34,1 Kings,18,34
bible-qna,What did he say before they did it a third time?,"""Do it a third time""",1,1 Kings,18,34,1 Kings,18,34
bible-qna,Where did the water run?,All around the altar,1,1 Kings,18,35,1 Kings,18,35
bible-qna,What ran all around the altar?,Water,1,1 Kings,18,35,1 Kings,18,35
bible-qna,What did he fill the trench with?,Water,1,1 Kings,18,35,1 Kings,18,35
bible-qna,What was filled with water?,The trench,1,1 Kings,18,35,1 Kings,18,35
bible-qna,"When did Elijah come near and say, ""LORD God of Abraham, Isaac, and Israel?""?",At the time of the offering of the evening sacrifice,1,1 Kings,18,36,1 Kings,18,36
bible-qna,How did Elijah address God? Be specific.,"LORD God of Abraham, Isaac, and Israel",1,1 Kings,18,36,1 Kings,18,36
bible-qna,"What have ""I"" done at ""Your"" word?",All these things,1,1 Kings,18,36,1 Kings,18,36
bible-qna,What did Elijah say should be known this day?,"""That You are God in Israel and I am your servant""",1,1 Kings,18,36,1 Kings,18,36
bible-qna,What was repeated twice as a request to the LORD?,"""Hear me""",1,1 Kings,18,37,1 Kings,18,37
bible-qna,"What have ""You"" turned back?",Their hearts,1,1 Kings,18,37,1 Kings,18,37
