book,chapter,verse,endVerse,question,answer,points,source,quality,2To3,bigPoints,people,places,names,numbers
Judges,9,23,23,how did the men of Shechem deal with Abimelech?,Treacherously,1,AYMT,5,False,False,False,False,False,False
Judges,9,24,24,what crime did the men of Shechem feel needed to be settled?,The crime done to the 70 sons of Jerrubbaal,1,AYMT,5,False,False,False,False,False,False
Judges,9,24,24,what did the men of Shechem want to be laid on Abimelech and the men of Shechem who had assisted him?,The blood of the 70 sons of Jerubbaal,1,AYMT,5,False,False,False,False,False,False
Judges,9,24,24,who had aided Abimelech in killing his brothers?,The men of Shechem,1,AYMT,5,False,False,False,False,False,False
Judges,9,25,25,what did the men of Shechem set against Abimelech?,An ambush,1,AYMT,5,False,False,False,False,False,False
Judges,9,25,25,where did the men of Shechem set the ambush?,On the tops of the mountains,1,AYMT,5,False,False,False,False,False,False
Judges,9,25,25,what did the men of Shechem do to all who passed by their ambush?,Robbed them,1,AYMT,5,False,False,False,False,False,False
Judges,9,26,26,who was the son of Ebed?,Gaal,1,AYMT,5,False,False,False,False,False,False
Judges,9,26,26,where did Gaal and his brothers go to?,Shechem,1,AYMT,5,False,False,False,False,False,False
Judges,9,26,26,what did the men of Shechem do to Gaal?,Put their confidence in him,1,AYMT,5,False,False,False,False,False,False
Judges,9,27,27,what 3 things did the men of Shechem do in the fields?,(1) Gathered grapes (2) trod them and made merry,2,AYMT,5,True,False,False,False,False,False
Judges,9,27,27,what 3 things did the men of Shechem do in the house of their god?,(1) Ate (2) drank (3) and cursed Abimelech,3,AYMT,5,True,False,False,False,False,False
Judges,9,28,28,"who said, ""Who is Abimelech, and who is Shechem, that we should serve him?""","Gaal, son of Ebed",1,AYMT,5,False,False,False,False,False,False
Judges,9,28,28,who was Abimelech's officer?,Zebul,1,AYMT,5,False,False,False,False,False,False
Judges,9,28,28,who was the father of Shechem?,Hamor,1,AYMT,5,False,False,False,False,False,False
Judges,9,28,28,who did Gaal say the men of Shechem should serve instead of Abimelech?,Hamor - the father of Shechem,1,AYMT,5,False,False,False,False,False,False
Judges,9,29,29,"who said, ""If only this peope were under my authority!""",Gaal,1,AYMT,5,False,False,False,False,False,False
Judges,9,29,29,what message did Gaal have for Abimelech?,Increase your army and come out,1,AYMT,5,False,False,False,False,False,False
Judges,9,30,30,who was ruler of the city?,Zebul,1,AYMT,5,False,False,False,False,False,False
Judges,9,30,30,what was Zebul's reaction to the words of Gaal?,His anger was aroused,1,AYMT,5,False,False,False,False,False,False
Judges,9,31,31,to whom did Zebul send a secret message to?,Abimelech,1,AYMT,5,False,False,False,False,False,False
Judges,9,31,31,Zebul's secret message to Abimelech stated that Gaal and his brothers have come to Shechem and are here - doing what to the city against him?,Fortifying the city,1,AYMT,5,False,False,False,False,False,False
Judges,9,32,32,what was the plan of Zebul that he sent in the secret,You and those with you get up at night and lie in wait in the field,1,AYMT,5,False,False,False,False,False,False
Judges,9,33,33,"the plan detailed that as soon as the sun is up in the morning, what should Abimelech and those with him do?",(1) Rise early (2) Rush upon the city,2,AYMT,5,True,False,False,False,False,False
Judges,9,33,33,what was Abimelech and those with him to do to Gaal and the peope who are with him when they come out against you?,Do to them as you find opportunity,1,AYMT,5,False,False,False,False,False,False
Judges,9,34,34,what did Abimelech do in response to the secret,Rose by night and lay in wait,1,AYMT,5,False,False,False,False,False,False
Judges,9,34,34,how did Abimelech divide those with him as they lay in await against Shechem?,In 4 companies,1,AYMT,5,False,False,False,False,False,False
Judges,9,35,35,who came and stood in the entrance of the gate of Shechem?,Gaal,1,AYMT,5,False,False,False,False,False,False
Judges,9,36,36,"who said and to whom was it said, ""Look, people are coming down from the tops of the mountains.""",Gaal said to Zebul,1,AYMT,5,False,False,False,False,False,False
Judges,9,36,36,what was Zebul's response to Gaal's words?,You see shadows of the mountains as if they were men,1,AYMT,5,False,False,False,False,False,False
Judges,9,37,37,where did Gaal say he saw people coming from?,The center of the land,1,AYMT,5,False,False,False,False,False,False
Judges,9,37,37,Gall also said that he saw another company coming from where?,The Diviners Terebinth tree,1,AYMT,5,False,False,False,False,False,False
Judges,9,38,38,"who said and to whom, ""Go out, if you will, and fight with them now.""",Zebul to Gaal,1,AYMT,5,False,False,False,False,False,False
Judges,9,39,39,how did Gaal go out to fight with Abimelech?,Leading the men of Shechem,1,AYMT,5,False,False,False,False,False,False
Judges,9,40,40,what did Gaal do when Abimelech chased him?,Fled,1,AYMT,5,False,False,False,False,False,False
Judges,9,40,40,and many fell wounded to what place?,The very entrance of the gate,1,AYMT,5,False,False,False,False,False,False
Judges,9,41,41,where did Abimelech dwell?,Arumah,1,AYMT,5,False,False,False,False,False,False
Judges,9,41,41,who drove Gaal and his brothers out of Shechem?,Zebul,1,AYMT,5,False,False,False,False,False,False
Judges,9,41,41,why did Zebul drive out Gaal and his brothers from Shechem?,So they would not dwell there,1,AYMT,5,False,False,False,False,False,False
Judges,9,42,42,what did the people do the day following the battle between Gaal and Abimelech?,Went out into the field and told Abimelech,1,AYMT,5,False,False,False,False,False,False
Judges,9,42,42,"upon hearing that Zebul was going to expel Gaal and his brothers, what did Abimelech do?",Divided his people up into 3 companies and lay in wait in the field,1,AYMT,5,False,False,False,False,False,False
Judges,9,43,43,what did Abimelech and his companies do to the people they saw coming out of the city?,Arose and attacked them,1,AYMT,5,False,False,False,False,False,False
Judges,9,44,44,where did the company of men who were with Abimelech rush to?,The entrance of the gate of the city,1,AYMT,5,False,False,False,False,False,False
Judges,9,44,44,what did the other 2 companies who were with Abimelech do?,Rushed upon all who were in the fields and killed them,1,AYMT,5,False,False,False,False,False,False
Judges,9,45,45,who did Abimelech fight against all that day?,The city of Shechem,1,AYMT,5,False,False,False,False,False,False
Judges,9,45,45,what 4 things did Abimelech do to the city of Shechem?,(1) Took the city (2) killed the people in it (3) Demolished the city (4) Sowed it with salt,4,AYMT,5,False,True,False,False,False,False
Judges,9,46,46,where did the men of the tower of Shechem flee to upon hearing that the city had been taken?,The stronghold of the temple of the god Berith,1,AYMT,5,False,False,False,False,False,False
Judges,9,48,48,"upon hearing where the men from the tower of Shechem had gathered, where did Abimelech go?",To Mount Zalmon,1,AYMT,5,False,False,False,False,False,False
Judges,9,48,48,what did Abimelech do at Mount Zalmon?,(1) Took an ax (2) cut down a bough from the tree (3) laid the bough on his shoulders,3,AYMT,5,True,False,False,False,False,False
Judges,9,48,48,"after cutting the bough from the frees, what did Abimelech instruct those with him to do?",Make haste and do as I have done,1,AYMT,5,False,False,False,False,False,False
Judges,9,49,49,where did Abimelech and those with him put the tree boughs they had cut?,Against the stronghold,1,AYMT,5,False,False,False,False,False,False
Judges,9,49,49,what did Abimelech do to the stronghold?,Set it on fire,1,AYMT,5,False,False,False,False,False,False
Judges,9,49,49,"how many people, men and women, from the tower of Shechem died in the fire in the stronghold they had sought refuge in?","1,000 people",1,AYMT,5,False,False,False,False,False,False
Judges,9,50,50,where was the next place that Abimelech encamped against and took?,Thebez,1,AYMT,5,False,False,False,False,False,False
Judges,9,51,51,what was in the city of Thebez?,A strong tower,1,AYMT,5,False,False,False,False,False,False
Judges,9,51,51,"as Abimelech took the city of Thebez, where did all the people of the city flee to and shut themselves in to?",The strong tower,1,AYMT,5,False,False,False,False,False,False
Judges,9,51,51,where in the strong tower did the people of the city go?,To the top,1,AYMT,5,False,False,False,False,False,False
Judges,9,52,52,what did Abimelech fight against?,The strong tower in the city of Thebez,1,AYMT,5,False,False,False,False,False,False
Judges,9,52,52,and Abimelech drew near to the tower to do what to it?,Burn it,1,AYMT,5,False,False,False,False,False,False
Judges,9,53,53,"as Abimelech drew near to the tower to put it on fire, what did a certain woman at the top of the tower drop?",An upper millstone,1,AYMT,5,False,False,False,False,False,False
Judges,9,53,53,who did the millstone strike as it fell to the ground?,Abimelech,1,AYMT,5,False,False,False,False,False,False
Judges,9,53,53,"where did the millstone strike Abimelech, and what happened to him?",On his head - it crushed his skull,1,AYMT,5,False,False,False,False,False,False
Judges,9,54,54,who did Abimelech call to quickly after his skull had been crushed?,The young man,1,AYMT,5,False,False,False,False,False,False
Judges,9,54,54,who was the young man who Abimelech called to?,His armorbearer,1,AYMT,5,False,False,False,False,False,False
Judges,9,54,54,what did Abimelech ask his armorbearer to do?,Draw his sword and kill him,1,AYMT,5,False,False,False,False,False,False
Judges,9,54,54,what was Abimelech afraid that people would say about his death?,A woman had killed him,1,AYMT,5,False,False,False,False,False,False
Judges,9,54,54,"in response to the request of Abimelech, what did his armorbearer do?",Thrust him through,1,AYMT,5,False,False,False,False,False,False
Judges,9,55,55,"when the men of Israel saw that Abimelech was dead, they departed, every man - to where?",His place,1,AYMT,5,False,False,False,False,False,False
Judges,9,56,56,thus God repaid what of Abimelech?,His wickedness,1,AYMT,5,False,False,False,False,False,False
Judges,9,57,57,God returned the evil of the men of Shechem on what?,Their own heads,1,AYMT,5,False,False,False,False,False,False
Judges,9,57,57,what came on the men of Shechem?,The curse of Jotham,1,AYMT,5,False,False,False,False,False,False
Judges,10,1,1,"after Abimelech, who arose to save Israel?",Tola,1,AYMT,5,False,False,False,False,False,False
Judges,10,1,1,who was the father of Tola?,Puah,1,AYMT,5,False,False,False,False,False,False
Judges,10,1,1,who was the father of Puah?,Dodo,1,AYMT,5,False,False,False,False,False,False
Judges,10,1,1,from what tribe of Israel was Tola from?,Issachar,1,AYMT,5,False,False,False,False,False,False
Judges,10,1,1,where did Tola dwell?,In Shamir,1,AYMT,5,False,False,False,False,False,False
Judges,10,1,1,where was Shamir located?,In the mountains of Ephraim,1,AYMT,5,False,False,False,False,False,False
Judges,10,2,2,how long did Tola judge Israel?,23 years,1,AYMT,5,False,False,False,False,False,False
Judges,10,2,2,"when Tola died, where was he buried?",In Shamir,1,AYMT,5,False,False,False,False,False,False
Judges,10,3,3,who arose after Tola to judge Israel?,Jair,1,AYMT,5,False,False,False,False,False,False
Judges,10,3,3,"Jair, a Gileadite, was from where?",Gilead,1,AYMT,5,False,False,False,False,False,False
Judges,10,3,3,how long did Jair judge Israel?,22 years,1,AYMT,5,False,False,False,False,False,False
Judges,10,4,4,how many sons did Jair have?,30 sons,1,AYMT,5,False,False,False,False,False,False
Judges,10,4,4,what does this verse tell us aboout the 30 sons of Jair?,(1) They rode on 30 donkeys (2) and they had 30 towns,2,AYMT,5,True,False,False,False,False,False
Judges,10,4,4,what were the towns called?,Havoth Jair,1,AYMT,5,False,False,False,False,False,False
Judges,10,4,4,in what land were the towns of Havoth Jair?,The land of Gilead,1,AYMT,5,False,False,False,False,False,False
Judges,10,5,5,"after his death, where was Jair buried?",In Camon,1,AYMT,5,False,False,False,False,False,False
Judges,10,5,5,"after the death of Jair, what did Israel do again in the sight of the Lord?",Evil,1,AYMT,5,False,False,False,False,False,False
Judges,10,6,6,list the 7 gods that Israel served.,(1) The Baals (2) the Ashtoreths (3) the gods of Syria (4) the gods of Sidon (5) the gods of Moab (6) the gods of Ammon (7) an the gods of the Philistines,7,AYMT,5,False,True,False,False,False,False
Judges,10,6,6,who did the Israelites forsake and not serve?,The Lord,1,AYMT,5,False,False,False,False,False,False
Judges,10,7,7,what was hot against Israel?,The anger of the Lord,1,AYMT,5,False,False,False,False,False,False
